"sort_number","site","Genus_species","Family","growthform","height","loght","Country","Site","lat","long","entered.by","alt","temp","diurn.temp","isotherm","temp.seas","temp.max.warm","temp.min.cold","temp.ann.range","temp.mean.wetqr","temp.mean.dryqr","temp.mean.warmqr","temp.mean.coldqr","rain","rain.wetm","rain.drym","rain.seas","rain.wetqr","rain.dryqr","rain.warmqr","rain.coldqr","LAI","NPP","hemisphere"
23197,51,"Piper_tucumanensis","Piperaceae","Tree",12,1.079181246,"Argentina","Tucuman - Yungas South",26.763,-65.333,"Angela",935,18.6,11.5,4.8,4.2,29.8,6,23.8,23.6,14.6,23.6,12.9,882,184,10,82,472,33,472,34,1.51,596,-1
32238,77,"Weinmannia_affinis","Cunoniaceae","Shrub/Tree",8,0.903089987,"Fiji","aot",17.447,178.917,"Laura",97,24.6,6.2,6.3,1.2,29.8,20.1,9.7,26.1,23,26.1,23,2660,382,103,41,1023,345,1023,345,4.5,1800,-1
10950,203,"Dryopteris_filix-mas","Dryopteridaceae","Fern",0.9,-0.045757491,"Sweden","Stockholm",58.953,17.61,"Angela",10,7,6.5,2.4,7.1,21.8,-4.8,26.6,15.3,1,16.4,-1.7,508,61,24,28,172,81,162,112,2.79,533,1
22657,56,"Phyllostylon_rhamnoides","Ulmaceae","Tree",24,1.380211242,"Argentina","Tucuman - Yungas North",23.747,-64.854,"Angela",737,19.8,12.9,5.2,3.9,30.7,6.2,24.5,23.4,14.4,24.2,14.4,793,162,4,89,455,20,439,20,2.42,476,-1
10945,222,"Dryas_octopetala","Rosaceae","Herb",0.02,-1.698970004,"Greenland","Zackenberg - hill",74.476,-20.629,"Angela",83,-11.1,7,2.1,9.3,6,-26.5,32.5,-4.3,-7.4,1.7,-21.4,252,27,11,22,76,40,60,68,2.6,4,1
4621,218,"Betula_pubescens","Betulaceae","Tree",8,0.903089987,"Norway","Norway",68.606,17.606,"Angela",44,1.2,6.3,2.6,6.2,14.5,-9.5,24,6,-0.6,9.6,-6.2,788,95,41,25,260,132,213,193,1.51,121,1
25283,164,"Quercus_agrifolia","Fagaceae","Tree",16,1.204119983,"USA","Jasper Ridge - Chaparral",37.4,-122.233,"Angela",150,13.8,11.3,5.5,3.3,24.2,4,20.2,9.6,17.7,18.1,9.6,598,120,2,87,311,9,13,311,1.51,223,1
22733,212,"Picea_glauca","Pinaceae","Tree",18,1.255272505,"USA","Alaska campus",64.86,-147.862,"Angela",688,-2.9,10.9,2.2,14.1,22.4,-26.7,49.1,14.7,-10.5,14.7,-21,301,54,8,57,144,31,144,47,2.51,317,1
20909,14,"Nothofagus_dombeyi","Fagaceae","Tree",35,1.544068044,"Argentina","Bariloche",41.242,-71.425,"Angela",1039,7,11.7,5.1,4.2,20.3,-2.6,22.9,1.7,12.4,12.4,1.7,972,175,28,56,443,106,106,443,4.14,691,-1
8910,141,"Coridothymus_capitatus","Lamiaceae","Shrub",0.3,-0.522878745,"Israel","Lehavim",31.356,34.835,"Angela",379,18.9,12,4.7,5,31.8,6.4,25.4,12.1,24.7,24.7,12.1,293,69,0,106,186,0,0,186,1.26,305,1
27858,23,"Sclerolaena_sp","Amaranthaceae","Shrub",0.2,-0.698970004,"Australia","Adelaide - Brookfield Chenopod",34.347,139.517,"Angela",99,16.2,13.4,5.1,4.5,30.7,4.8,25.9,11.1,21.8,22,10.4,276,31,15,23,84,49,51,80,2.14,773,-1
32695,137,"Dioon_edule","Zamiaceae","Shrub",0.6,-0.22184875,"Mexico","Linares - Puenta Viejo",24.749,-99.799,"Angela",736,20.7,14.3,5.5,4,32.9,7.2,25.7,23.5,15.2,25.4,15.2,703,149,14,71,325,54,268,54,2.26,844,1
1396,159,"Acer_pennsylvanicum","Sapindaceae","Tree",8,0.903089987,"USA","Twin springs, Virginia",36.817,-82.464,"Angela",501,12.7,13,3.8,7.8,29.6,-4.5,34.1,20.6,13.4,22.4,2.3,1121,117,71,12,322,240,310,265,4.07,1325,1
4175,10,"Baccharis_divaricata","Asteraceae","Shrub",0.5,-0.301029996,"Argentina","Puerto Madryn - dune",42.769,-64.101,"Angela",66,13,10.3,4.7,4.2,24.5,2.7,21.8,13.7,17,18.3,7.4,214,28,9,35,77,36,37,55,1.01,404,-1
18172,165,"Lessingia_sp","Asteraceae","Herb",0.09,-1.045757491,"USA","Jasper Ridge - Serpentine",37.4,-122.224,"Angela",179,13.7,11.4,5.5,3.3,24.4,4,20.4,9.6,17.7,18,9.6,630,127,2,86,328,9,13,328,1.51,223,1
22732,211,"Picea_mariana","Pinaceae","Tree",13.5,1.130333768,"USA","Alaska - Bonanza",64.769,-148.283,"Angela",382,-4.3,10.7,2.2,13.9,21,-27.1,48.1,13.2,-12.1,13.2,-21.9,296,57,7,68,157,28,157,41,2.51,363,1
12588,121,"Faramea_occidentalis","Rubiaceae","Tree",16,1.204119983,"Panama","Panama - BCI",9.15,-79.849,"Angela",165,26.5,6.8,7.3,0.7,31.4,22.2,9.2,25.8,26.6,27.5,25.6,2542,383,27,56,1004,132,397,975,4.51,2146,1
12101,61,"Eucalyptus_platyphylla","Myrtaceae","Tree",10,1,"Australia","Townsville savanna",19.337,146.755,"Angela",79,23.9,9.9,5.2,3.1,31.7,12.9,18.8,27.1,20.3,27.3,19.4,1027,251,9,101,668,33,626,42,4.14,1012,-1
25284,163,"Quercus_agrifolia","Fagaceae","Tree",25,1.397940009,"USA","Jasper Ridge - Oak forest",37.4,-122.236,"Angela",84,13.8,11.2,5.5,3.3,24.1,4,20.1,9.6,17.7,18,9.6,603,121,2,86,313,9,13,313,1.51,223,1
14192,29,"Grevillea_speciosa","Proteaceae","Shrub",1.5,0.176091259,"Australia","Kuringai - Challenger",33.595,151.276,"Angela",151,16.9,9.8,4.8,3.8,26,5.7,20.3,21.3,12.4,21.4,11.7,1313,160,65,29,458,213,392,283,4.51,1435,-1
12046,43,"Eucalyptus_sp2","Myrtaceae","Tree",20,1.301029996,"Australia","Armidale - Goonoowigal",29.815,151.121,"Angela",686,15.3,14.5,4.9,5.3,29.3,0.1,29.2,21.8,8.2,21.8,8.2,780,105,37,33,287,133,287,133,3.26,1272,-1
21931,221,"Pedicularis_hirsuta","Orobanchaceae","Herb",0.08,-1.096910013,"Greenland","Zackenberg - salix",74.474,-20.536,"Angela",37,-10.5,7,2.1,9.3,6.5,-25.8,32.3,-3.7,-6.8,2.3,-20.7,236,26,10,24,73,36,57,63,2.6,4,1
32699,49,"Corymbia_maculata","Myrtaceae","Tree",30,1.477121255,"Australia","Toowoomba",28.085,151.729,"Angela",643,17,13.7,5.1,4.8,29.5,2.8,26.7,22.6,10.5,22.6,10.5,706,92,32,35,258,111,258,111,2.51,1119,-1
22061,93,"Pericopsis_angolensis","Fabaceae - P","Tree",8,0.903089987,"Zambia","Zambia - miombo",13.249,30.28,"Angela",1506,18.6,12.4,5.6,2.4,29.3,7.5,21.8,20.2,15,20.9,15,1099,270,0,118,790,0,383,0,2.51,684,-1
31433,216,"Vaccinium_uliginosum","Ericaceae","Shrub",0.06,-1.22184875,"Sweden","Abisko - Paddus",68.324,18.843,"Angela",554,-1,7,2.4,7.5,14.6,-14.1,28.7,8.1,-6.7,9.1,-10.1,436,66,19,38,172,65,162,89,1.24,61,1
10460,12,"Dicksonia_antarctica","Dicksoniaceae","Shrub",3,0.477121255,"Australia","Mt Field, Tasmania",42.679,146.669,"Angela",704,7.9,8.8,4.8,3.2,18.2,0,18.2,4.2,12,12,3.7,1156,117,54,20,347,200,200,322,2.96,643,-1
17473,215,"Kobresia_sp","Cyperaceae","Herb",0.2,-0.698970004,"Greenland","Kangerlussuaq - dry",66.973,-50.568,"Angela",75,-5.1,8.2,2.3,10,14.1,-21.2,35.3,6.3,-13.7,8.1,-16.6,257,31,11,33,92,40,84,45,1.29,65,1
5189,129,"Brosimum_alicastrum","Moraceae","Tree",40,1.602059991,"Mexico","Chajul",16.106,-90.987,"Angela",41,25.9,11.3,6.9,1.5,34,17.8,16.2,26.6,25.8,27.5,23.7,3048,515,57,68,1422,195,680,304,4.51,1809,1
1354,3,"Acaena_antarctica","Rosaceae","Herb",0.1,-1,"Argentina","Rio Turbio - Nothofagus",51.578,-72.315,"Angela",702,3.7,9.7,4.9,3.6,14,-5.6,19.6,3.5,4.2,8,-1.2,500,57,34,15,152,106,120,122,1.26,30,-1
9076,193,"Corylus_cornuta","Betulaceae","Shrub",4.5,0.653212514,"USA","Oregon - McDun",44.6,-123.334,"Angela",179,10.8,11.8,4.4,5.2,27,0.3,26.7,4.9,17.4,17.6,4.5,1208,217,13,69,601,68,75,560,2.51,572,1
25249,94,"Quararibea_wittii","Malvaceae","Tree",15,1.176091259,"Peru","Los Amigos floodplain",12.567,-70.093,"Angela",217,24.9,10.5,7.4,1,31.5,17.4,14.1,25.6,23.3,25.7,23.3,3273,471,113,46,1310,381,1001,381,4.26,1475,-1
31033,24,"Triodia_irritans","Poaceae","Herb",0.4,-0.397940009,"Australia","Adelaide - Brookfield Mallee",34.32,139.503,"Angela",95,16.2,13.3,5.1,4.6,30.7,4.8,25.9,13,21.9,22,10.5,272,30,15,23,83,49,50,79,2.14,773,-1
12092,20,"Eucalyptus_sp1","Myrtaceae","Shrub",3,0.477121255,"Australia","Adelaide - Cox's scrub",35.341,138.74,"Angela",177,14.9,10,5.1,3.5,25.9,6.4,19.5,10.5,19.3,19.3,10.5,682,96,22,47,272,75,75,272,2.14,695,-1
30007,65,"Syzygium_nidie","Myrtaceae","Tree",25,1.397940009,"Fiji","ak",18.383,178.142,"Laura",30,24.6,6.3,6.1,1.4,30,19.7,10.3,26,22.9,26.3,22.7,2674,345,132,32,943,414,925,431,4.26,1795,-1
12097,16,"Eucalyptus_sp5","Myrtaceae","Tree",13,1.113943352,"Australia","Bunyip - Melbourne",38.01,145.62,"Angela",164,13.6,10.5,4.8,3.7,25.7,4.2,21.5,11.1,18.4,18.4,8.8,1016,107,52,20,313,176,176,275,2.71,793,-1
5003,82,"Brackenridgea_nitida","Ochnaceae","Shrub/Tree",15,1.176091259,"Fiji","abrambi",16.956,179.069,"Laura",5,25.5,6.2,6.6,1.1,30.4,21.1,9.3,26.8,24,26.8,24,2462,356,83,45,1007,284,1007,284,4.26,1886,-1
18700,21,"Lomandra_sp","Laxmanniaceae","Herb",0.4,-0.397940009,"Australia","Adelaide - ferries",35.235,139.132,"Angela",52,15.6,11.7,5.3,3.7,27.8,5.8,22,10.9,20.2,20.3,10.9,384,45,18,29,127,59,60,127,2.17,661,-1
12098,15,"Eucalyptus_sp6","Myrtaceae","Tree",15,1.176091259,"Australia","Green's Bush - Melbourne",38.43,144.922,"Angela",165,13.5,7.5,4.5,3.2,22.8,6.2,16.6,10.2,17.6,17.6,9.5,915,101,45,25,289,150,150,287,4.04,1023,-1
29142,100,"Sorghum_(intrans?)","Poaceae","Herb",1.6,0.204119983,"Australia","Howard Springs, Darwin",12.494,131.108,"Angela",26,27.3,10.5,6,1.7,34.6,17.2,17.4,28.1,24.7,29.2,24.7,1505,371,1,104,970,7,408,7,4.07,956,-1
1816,92,"Aframomum_biauriculatum","Zingiberaceae","Herb",1,0,"Zambia","Zambia - Mateshi",13.253,30.047,"Angela",1388,19.1,12.7,5.5,2.6,30.1,7.3,22.8,20.9,15.1,21.7,15.1,1085,265,0,118,778,0,383,0,4.03,652,-1
11377,217,"Empetrum_nigrum","Ericaceae","Shrub",0.15,-0.823908741,"Sweden","Abisko - forest",68.329,18.836,"Angela",521,-0.7,7,2.4,7.4,14.8,-13.7,28.5,8.3,-6.4,9.3,-9.7,422,64,18,39,168,62,158,85,1.24,61,1
26985,214,"Salix_glabra","Salicaceae","Shrub",0.6,-0.22184875,"Greenland","Kangerlussuaq - wet",66.973,-50.569,"Angela",65,-5.1,8.2,2.3,10,14.1,-21.2,35.3,6.3,-13.7,8.1,-16.6,257,31,11,33,92,40,84,45,1.29,65,1
10658,138,"Diospyros_texana","Ebenaceae","Shrub",4,0.602059991,"Mexico","Linares - thornscrub",24.786,-99.515,"Angela",354,22.6,13.9,4.8,5.1,36.2,7.6,28.6,26,15.6,28.5,15.6,803,154,20,66,338,68,285,68,2.26,1044,1
29609,9,"Stipa_speciosa","Poaceae","Herb",0.25,-0.602059991,"Argentina","Puerto Madryn - steppe",42.79,-64.092,"Angela",76,13,10.2,4.6,4.3,24.4,2.6,21.8,13.7,17,18.3,7.4,214,28,9,35,77,36,37,55,1.01,404,-1
7055,95,"Cecropia_sp","Urticaceae","Tree",20,1.301029996,"Peru","Los Amigos - successional",12.566,-70.105,"Angela",217,24.8,10.5,7.3,1,31.4,17.2,14.2,25.5,23.2,25.6,23.2,3283,472,113,45,1313,383,1004,383,4.26,1475,-1
11187,75,"Elaeocarpus_chelonimorphus","Elaeocarpaceae","Tree",20,1.301029996,"Fiji","abkt",17.552,178.873,"Laura",6,25,6.2,6.3,1.2,30.2,20.4,9.8,26.5,23.3,26.5,23.3,2662,386,103,40,1008,350,1008,350,4.5,1800,-1
3971,11,"Atherosperma_moschatum","Atherospermataceae","Tree",30,1.477121255,"Australia","Tasmania",42.683,146.35,"Angela",740,7.5,8.4,4.8,3,17.5,0.1,17.4,4,11.4,11.4,3.6,1720,182,72,23,530,280,280,495,2.96,643,-1
8168,144,"Cistus_salvifolius","Cistaceae","Shrub",1.6,0.204119983,"Israel","Hanadiv",32.555,34.938,"Angela",115,19.9,9.7,4.4,4.9,30.7,8.7,22,13.6,25.3,25.7,13.6,598,159,0,115,408,0,2,408,1.01,359,1
12528,19,"Fabiana_sp","Solanaceae","Shrub",0.5,-0.301029996,"Argentina","Mendoza - Payunia",36.25,-68.824,"Angela",1502,10.9,16.3,5.2,5.5,27.7,-3.6,31.3,17.3,6.9,18,3.8,208,23,13,17,65,44,61,47,1.89,522,-1
20426,5,"Mulinum_spinosum","Apiaceae","Herb",0.6,-0.22184875,NA,"Patagonia",45.417,-70,"Angela",500,9.6,11.2,4.6,4.8,22.6,-1.3,23.9,3.9,15.6,15.6,3.3,174,23,7,35,65,25,25,57,2.42,505,-1
12163,28,"Euclea_undulata","Ebenaceae","Shrub",1.8,0.255272505,"South Africa","Stellenbosch - Karoo",33.609,19.457,"Angela",394,16.5,13.8,5.4,4,29.6,4.4,25.2,11.3,21.4,21.4,11.3,546,87,14,60,253,48,48,253,1.51,557,-1
12094,8,"Eucalyptus_oblongifolia","Myrtaceae","Tree",30,1.477121255,"Australia","Huon Rd, Tasmania",42.921,147.275,"Angela",346,9.9,8.8,5,3,19.6,2.2,17.4,6.5,13.8,13.8,5.9,1037,115,63,17,311,205,205,296,2.82,743,-1
12605,145,"Ferocactus_wislizeni","Cactaceae","Shrub",1.35,0.130333768,"USA","Tucson",32.6,-111.233,"Angela",690,20.5,17.2,4.6,7.4,39.2,2.6,36.6,29.5,23.8,30,11.4,354,57,8,50,143,29,117,97,1.26,349,1
32674,102,"_7014",NA,NA,13,1.113943352,"Peru","Manu",12.183,-70.917,"Angela",350,24.8,10.8,7.6,0.8,31.4,17.3,14.1,25.2,23.6,25.6,23.6,2920,397,99,43,1125,336,891,350,4.26,1461,-1
7904,46,"Chloris_guiana??","Poaceae","Herb",0.5,-0.301029996,"South Africa","Zululand - ledube",28.234,32.017,"Angela",289,20.5,10.2,5.8,2.4,28.5,11,17.5,23.4,17.2,23.4,17.2,926,129,32,43,347,104,344,104,3.35,525,-1
18175,26,"Leucadendron_sp","Proteaceae","Shrub",0.6,-0.22184875,"South Africa","Stellenbosch - fynbos",33.992,18.975,"Angela",387,15.7,11.2,5.3,3.5,27.3,6.3,21,12.2,20.2,20.3,11.5,1052,160,29,59,468,95,98,459,2.01,517,-1
19642,50,"Maytenus_peduncularis","Celastraceae","Tree",9,0.954242509,"South Africa","Zululand - forest",28.072,32.039,"Angela",267,19.4,10.2,6,2.3,27.2,10.3,16.9,22.1,16.5,22.1,16.2,964,139,28,49,372,97,371,97,3.35,525,-1
21730,58,"Paraneurachne_muelleri","Poaceae","Herb",0.5,-0.301029996,"Australia","Kunoth Paddock - Alice Springs",23.533,133.748,"Angela",713,20.4,16,4.8,6.1,36.3,3.1,33.2,26.6,14.2,27.5,12.1,310,41,11,42,121,40,121,46,1.01,605,-1
29331,48,"Spirostachys_africanus","Euphorbiaceae","Shrub",4.5,0.653212514,"South Africa","Zululand - Mbuzane",28.221,31.794,"Angela",161,21,11,5.9,2.5,29.3,10.7,18.6,23.9,17.4,23.9,17.4,834,116,25,47,321,84,309,84,3.35,525,-1
8249,76,"Cleistocalyx_eugenioides","Myrtaceae","Tree",25,1.397940009,"Fiji","abngau",17.472,178.847,"Laura",41,25,6.3,6.4,1.2,30.1,20.4,9.7,26.4,23.3,26.4,23.3,2616,379,100,41,1012,335,1012,335,4.5,1800,-1
15669,97,"Hevea_guianensis","Euphorbiaceae","Tree",26,1.414973348,"Peru","Los Amigos -terrace",12.552,-70.111,"Angela",237,24.8,10.5,7.3,1,31.4,17.2,14.2,25.4,23.2,25.6,23.2,3283,471,113,45,1312,383,1004,383,4.26,1475,-1
12906,194,"Fragaria_chiloensis","Rosaceae","Herb",0.05,-1.301029996,"USA","Oregon - Yaquina Head",44.667,-124.072,"Angela",324,10.6,7.7,5,2.8,18.9,3.5,15.4,7.6,14,14.4,7.2,1936,315,27,62,900,133,134,848,2.51,572,1
23975,101,"Pongamia_pinnata","Fabaceae - P","Tree",9,0.954242509,"Australia","Darwin - East point",12.406,130.82,"Angela",11,27.5,9.6,6.2,1.5,33.9,18.5,15.4,28.2,25.2,29.1,25.2,1663,428,1,106,1091,10,428,10,4.07,956,-1
11645,57,"Eragrostis_eriopoda","Poaceae","Herb",0.7,-0.15490196,"Australia","Kunoth Paddock - Alice Springs",23.533,133.748,"Angela",713,20.4,16,4.8,6.1,36.3,3.1,33.2,26.6,14.2,27.5,12.1,310,41,11,42,121,40,121,46,1.01,605,-1
24274,62,"Pouteria_sericea","Sapotaceae","Tree",12,1.079181246,"Australia","Townsville Vine Thicket",19.332,146.773,"Angela",99,23.9,9.9,5.2,3.1,31.6,12.8,18.8,27,20.2,27.2,19.3,1036,253,9,101,674,33,631,43,4.14,1012,-1
18073,83,"Lepironia_articulata","Cyperaceae","Herb",2.5,0.397940009,"Fiji","t",16.858,179.967,"Laura",265,24.3,6.1,6.5,1.1,29.3,20,9.3,25.6,22.8,25.6,22.8,2567,351,95,42,1009,324,1009,324,4.5,1800,-1
18176,31,"Leucadendron_corymbosum","Proteaceae","Shrub",3,0.477121255,"South Africa","Stellenbosch - renosterveld",33.448,19.048,"Angela",89,17.9,13.5,5.3,4.3,31,5.7,25.3,13.2,23.2,23.2,12.4,583,94,11,63,271,48,48,266,1.51,633,-1
11723,53,"Eremophila_forrestii","Scrophulariaceae","Shrub",2,0.301029996,"Australia","WA",24.65,113.7,"Angela",7,22.3,10.7,4.6,4.1,33.8,10.8,23,18.2,23.1,27.6,17,216,50,0,83,127,5,54,108,1.51,464,-1
9851,178,"Cyperus_houghtonii","Cyperaceae","Herb",0.6,-0.22184875,"USA","Indiana Dunes",41.617,-86.95,"Michelle",200,9.7,10.7,2.8,9.7,28.6,-9.5,38.1,21.6,-3.3,21.6,-3.3,976,104,44,23,299,165,299,165,3.26,1131,1
4765,27,"Blandfordia_nobilis","Blandfordiaceae","Herb",0.6,-0.22184875,"Australia","Kuringai Chase, Sydney",33.65,151.2,"Michelle",157,16.8,10,4.8,3.9,26.1,5.5,20.6,21.2,12.3,21.4,11.5,1283,157,63,29,450,208,385,279,4.14,1563,-1
155,54,"Acacia_coriacea","Fabaceae - M","Shrub",4,0.602059991,"Australia","Central Australia",23.8,133.833,"Michelle",553,20.9,16.3,4.8,6,37,3.6,33.4,28.1,14.8,28.1,12.8,278,37,9,42,109,35,109,42,1.32,756,-1
20827,118,"Nephrolepis_hirsutula","Oleandraceae","Fern",1,0,NA,"Marshall Islands",9,168,"Laura",2,27.7,4.8,8.8,0.2,30.6,25.2,5.4,27.9,27.5,27.9,27.5,2585,300,82,34,870,305,855,405,NA,NA,1
3942,69,"Astronidium_saulae","Melastomataceae","Tree",10,1,"Fiji","Viti Levu",17.8,178,"Laura",1108,19.3,6.3,5.8,1.5,25.3,14.6,10.7,21.1,17.4,21.1,17.3,3191,412,160,31,1136,521,1136,523,4.26,1795,-1
29670,103,"Stylogyne_ardisioides","Myrsinaceae",NA,0.3,-0.522878745,"Peru","Manu",12.183,-70.55,"Angela",386,24.5,10.8,7.4,0.9,31.2,16.7,14.5,25.1,23.2,25.3,23.1,3015,416,99,45,1177,340,928,359,4.26,1405,-1
15562,106,"Heritiera_littoralis","Malvaceae","Tree",20,1.301029996,"Australia","Christmas Island",10.417,105.667,"Laura",2,26.4,5,7.4,0.6,29.9,23.2,6.7,26.8,25.7,27.1,25.5,1704,309,16,66,806,92,659,135,4.51,2296,-1
20980,123,"Ochrosia_oppositifolia","Apocynaceae","Tree",15,1.176091259,"Micronesia","Yap",9.5,138.167,"Laura",15,27.2,6.8,9.1,0.2,31.1,23.7,7.4,27.2,27.2,27.5,26.9,3031,368,144,31,1055,436,689,489,NA,NA,1
9652,107,"Cycas_campestris","Cycadaceae","Shrub",1.5,0.176091259,"Papua New Guinea","Motupore Island",9.5,147.267,"Laura",30,26.8,8.3,7.6,0.8,32.5,21.6,10.9,27.5,25.7,27.7,25.6,1184,201,33,60,556,117,486,123,3.26,907,-1
30346,173,"Thalictrum_fendleri","Ranunculaceae","Herb",0.207,-0.684029655,"USA","Rockies",38.966,-106.987,"Angela",2966,0.2,16.9,4,8.6,21.3,-20.8,42.1,10.5,4,11,-10.8,526,53,30,16,148,105,134,144,2.24,339,1
8098,81,"Cinnamomum_fitianum","Lauraceae","Tree",15,1.176091259,"Fiji","abt",17.081,179.069,"Laura",2,25.4,6.2,6.5,1.1,30.4,20.9,9.5,26.8,23.9,26.8,23.9,2494,362,88,44,1003,298,1003,298,4.26,1886,-1
28140,72,"Senna_alata","Fabaceae - C","Tree",5,0.698970004,"Fiji","ao",17.742,178.392,"Laura",47,24.8,6.3,6.3,1.3,30,20.1,9.9,26.1,23,26.3,23,2770,381,118,37,1006,391,1005,391,4.51,1864,-1
27628,73,"Schefflera_victoriae","Araliaceae","Tree",6,0.77815125,"Fiji","ab",17.667,178.167,"Laura",312,23.5,6.3,6.2,1.3,28.9,18.8,10.1,25.1,21.7,25.1,21.7,2814,379,126,35,1027,413,1027,413,4.26,1795,-1
32686,55,"Corymbia_opaca","Myrtaceae","Shrub",4,0.602059991,"Australia","Alice - the gap",23.795,133.863,"Angela",701,20.9,16.3,4.8,6,37,3.6,33.4,28.1,14.8,28.1,12.7,278,37,9,42,109,35,109,42,1.32,756,-1
1633,78,"Acsmithia_vitiensis","Cunoniaceae","Shrub/Tree",4,0.602059991,"Fiji","AOB",17.356,178.675,"Laura",3,25,6.3,6.4,1.2,30.2,20.4,9.8,26.5,23.4,26.5,23.4,2664,384,103,40,1011,349,1011,349,4.51,1864,-1
10575,80,"Dillenia_biflora","Dilleniaceae","Tree",15,1.176091259,"Fiji","abot",17.231,178.998,"Laura",2,25.4,6.2,6.5,1.1,30.4,20.9,9.5,26.8,23.9,26.8,23.9,2494,362,88,44,1003,298,1003,298,4.26,1886,-1
30275,85,"Terminalia_crebrifolia","Combretaceae","Tree",22,1.342422681,"Fiji","b",16.583,179.242,"Laura",611,22.5,6.1,6.4,1.1,27.7,18.3,9.4,23.8,21,23.8,21,2865,383,111,40,1110,374,1110,374,4.5,1800,-1
